id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code
26567,VIKO,medium_airport,Kota Airport,25.16020012,75.84559631,896,AS,IN,IN-RJ,Kota,no,VIKO,KTU,VIKO,
26568,VILD,medium_airport,Ludhiana Airport,30.85470009,75.95259857,834,AS,IN,IN-PB,,no,VILD,LUH,VILD,
26569,VILH,medium_airport,Leh Kushok Bakula Rimpochee Airport,34.135899,77.546501,10682,AS,IN,IN-LA,Leh,yes,VILH,IXL,VILH,
26570,VILK,large_airport,Chaudhary Charan Singh International Airport,26.760599,80.889297,410,AS,IN,IN-UP,Lucknow,yes,VILK,LKO,VILK,
558007,VIMB,medium_airport,Moradabad Airport,28.81746,78.92187,637,AS,IN,IN-UP,Moradabad,yes,,MZS,VIMB,
26571,VIPK,medium_airport,Pathankot Airport,32.233611,75.634444,1017,AS,IN,IN-PB,Pathankot,yes,VIPK,IXP,VIPK,
26573,VIPT,medium_airport,Pantnagar Airport,29.0334,79.473701,769,AS,IN,IN-UP,Pantnagar,yes,VIPT,PGH,VIPT,
26578,VISR,large_airport,Sheikh ul Alam International Airport,33.987099,74.7742,5429,AS,IN,IN-JK,Srinagar,yes,VISR,SXR,VISR,
26583,VLLB,large_airport,Luang Phabang International Airport,19.904273,102.167191,955,AS,LA,LA-LP,Luang Phabang,yes,VLLB,LPQ,VLLB,
26584,VLPS,large_airport,Pakse International Airport,15.133973,105.779871,351,AS,LA,LA-CH,Pakse,yes,VLPS,PKZ,VLPS,
26586,VLSK,medium_airport,Savannakhet Airport,16.55660057,104.7600021,509,AS,LA,LA-SV,,no,VLSK,ZVK,VLSK,
26587,VLSN,medium_airport,Sam Neua Airport,20.4184,104.067001,3281,AS,LA,LA-HO,,no,VLSN,NEU,VLSN,
26588,VLVT,large_airport,Wattay International Airport,17.985052,102.566692,564,AS,LA,LA-VT,Vientiane,yes,VLVT,VTE,VLVT,
41567,VMI,medium_airport,Aeropuerto Nacional Doctor Juan Plate,-22.159371,-57.942395,280,SA,PY,PY-1,Puerto Vallemi,no,,VMI,SGVM,
26589,VMMC,large_airport,Macau International Airport,22.149599,113.592003,20,AS,MO,MO-CAR,Nossa Senhora do Carmo,yes,VMMC,MFM,VMMC,
342100,VN-0018,large_airport,Long Thanh International Airport (Under Construction),10.772842,107.040596,249,AS,VN,VN-SE,Ho Chi Minh City (Long Thanh),no,VVLT,LTH,VVLT,
26593,VNBW,large_airport,Gautam Buddha International Airport,27.504636,83.410381,358,AS,NP,NP-P5,Siddharthanagar (Bhairahawa),yes,VNBW,BWA,VNBW,
26595,VNJP,medium_airport,Janakpur Airport,26.708799,85.922401,256,AS,NP,NP-P2,Janakpur,yes,VNJP,JKR,VNJP,
26596,VNKT,large_airport,Tribhuvan International Airport,27.6966,85.3591,4390,AS,NP,NP-P3,Kathmandu,yes,VNKT,KTM,VNKT,
28150,VNLK,medium_airport,Tenzing-Hillary Airport,27.686768,86.729479,9380,AS,NP,NP-P1,Lukla,yes,VNLK,LUA,VNLK,
26597,VNNG,medium_airport,Nepalgunj Airport,28.1036,81.667,540,AS,NP,NP-P5,Nepalgunj,yes,VNNG,KEP,VNNG,
26598,VNPK,medium_airport,Pokhara Domestic Airport,28.200621,83.981203,2712,AS,NP,NP-P4,Pokhara,yes,VNPK,PKR,VNPK,
308293,VNTJ,medium_airport,Taplejung Airport,27.3509,87.69525,7990,AS,NP,NP-P1,Taplejung,yes,VNTJ,TPJ,VNTJ,
26600,VNVT,medium_airport,Biratnagar Airport,26.48150063,87.26399994,236,AS,NP,NP-P1,Biratnagar,yes,VNVT,BIR,VNVT,
26602,VOAT,medium_airport,Agatti Airport,10.8237,72.176003,14,AS,IN,IN-LD,Agatti,yes,VOAT,AGX,VOAT,
26604,VOBI,medium_airport,Bellary Airport,15.16279984,76.88279724,30,AS,IN,IN-KA,Bellary,no,VOBI,BEP,VOBI,
35145,VOBL,large_airport,Kempegowda International Airport Bengaluru,13.1979,77.706299,3000,AS,IN,IN-KA,Bengaluru,yes,VOBL,BLR,VOBL,
26605,VOBR,medium_airport,Bidar Airport / Bidar Air Force Station,17.9081,77.487099,2178,AS,IN,IN-KA,Bidar,no,VOBR,IXX,VOBR,
26606,VOBZ,large_airport,Vijayawada International Airport,16.530011,80.804888,82,AS,IN,IN-AP,Vijayawada,yes,VOBZ,VGA,VOBZ,
26607,VOCB,large_airport,Coimbatore International Airport,11.03,77.043404,1324,AS,IN,IN-TN,Coimbatore,yes,VOCB,CJB,VOCB,
26609,VOCI,large_airport,Cochin International Airport,10.151047,76.400838,30,AS,IN,IN-KL,Kochi,yes,VOCI,COK,VOCI,
26610,VOCL,large_airport,Calicut International Airport,11.135996,75.955152,342,AS,IN,IN-KL,Calicut,yes,VOCL,CCJ,VOCL,
26611,VOCP,medium_airport,Kadapa Airport,14.513154,78.769183,430,AS,IN,IN-AP,Kadapa,yes,VOCP,CDP,VOCP,
26612,VOCX,medium_airport,Car Nicobar Air Force Base,9.153056,92.819273,5,AS,IN,IN-AN,IAF Camp,no,VOCX,CBD,VOCX,
342094,VOGA,large_airport,Manohar International Airport,15.744257,73.860625,552,AS,IN,IN-GA,Mopa,yes,VOGA,GOX,VOGA,
26444,VOGO,large_airport,Goa Dabolim International Airport,15.380062,73.833328,150,AS,IN,IN-GA,Vasco da Gama,yes,VOGO,GOI,VOGO,
35141,VOHS,large_airport,Rajiv Gandhi International Airport,17.231318,78.429855,2024,AS,IN,IN-TG,Hyderabad,yes,VOHS,HYD,VOHS,
26615,VOHY,medium_airport,Begumpet Airport,17.4531,78.467598,1742,AS,IN,IN-TG,Hyderabad,no,VOHY,BPM,VOHY,
329504,VOKN,large_airport,Kannur International Airport,11.916343,75.544979,330,AS,IN,IN-KL,Kannur,yes,VOKN,CNN,VOKN,
340146,VOKU,medium_airport,Kurnool Airport,15.716288,78.16923,920,AS,IN,IN-AP,Orvakal,yes,VOKU,KJB,VOKU,KJB
26616,VOMD,medium_airport,Madurai Airport,9.83450985,78.09339905,459,AS,IN,IN-TN,Madurai,yes,VOMD,IXM,VOMD,
26617,VOML,large_airport,Mangaluru International Airport,12.95471,74.886812,337,AS,IN,IN-KA,Mangaluru,yes,VOML,IXE,VOML,
26618,VOMM,large_airport,Chennai International Airport,12.990005,80.169296,52,AS,IN,IN-TN,Chennai,yes,VOMM,MAA,VOMM,
31996,VOMY,medium_airport,Mysore Airport,12.229751,76.653683,2349,AS,IN,IN-KA,Mysore,yes,VOMY,MYQ,VOMY,
26620,VOPB,large_airport,Veer Savarkar International Airport / INS Utkrosh,11.640194,92.72902,13,AS,IN,IN-AN,Port Blair,yes,VOPB,IXZ,VOPB,
26621,VOPC,medium_airport,Pondicherry Airport,11.968,79.812,134,AS,IN,IN-PY,Puducherry (Pondicherry),yes,VOPC,PNY,VOPC,
26622,VOPN,medium_airport,Sri Sathya Sai Airport,14.14929962,77.79109955,1558,AS,IN,IN-AP,Puttaparthi,no,VOPN,PUT,VOPN,
26623,VORY,medium_airport,Rajahmundry Airport,17.105799,81.813204,151,AS,IN,IN-AP,Madhurapudi,yes,VORY,RJA,VORY,
26624,VOSM,medium_airport,Salem Airport,11.7833004,78.06559753,1008,AS,IN,IN-TN,Salem,no,VOSM,SXV,VOSM,
26627,VOTP,large_airport,Tirupati International Airport,13.631988,79.539869,350,AS,IN,IN-AP,Tirupati,yes,VOTP,TIR,VOTP,
26628,VOTR,large_airport,Tiruchirappalli International Airport,10.762915,78.717741,288,AS,IN,IN-TN,Tiruchirappalli,yes,VOTR,TRZ,VOTR,
26629,VOTV,large_airport,Thiruvananthapuram International Airport,8.481889,76.920029,15,AS,IN,IN-KL,Thiruvananthapuram,yes,VOTV,TRV,VOTV,
308995,VQGP,medium_airport,Gelephu Airport,26.88456,90.46412,980,AS,BT,BT-31,Gelephu,no,VQGP,GLU,VQGP,
26632,VQPR,large_airport,Paro International Airport,27.4032,89.424599,7364,AS,BT,BT-11,Paro,yes,VQPR,PBH,VQPR,
335882,VRDA,large_airport,Maafaru International Airport,5.817407,73.468404,6,AS,MV,MV-25,Noonu Atoll,yes,,NMF,VRDA,
26633,VRMG,large_airport,Gan International Airport,-0.692975,73.152627,6,AS,MV,MV-01,Gan,yes,VRMG,GAN,VRMG,
26634,VRMH,large_airport,Hanimaadhoo International Airport,6.743235,73.167072,4,AS,MV,MV-23,Haa Dhaalu Atoll,yes,VRMH,HAQ,VRMH,
26635,VRMK,medium_airport,Kadhdhoo Airport,1.85916996,73.52189636,4,AS,MV,MV-05,Kadhdhoo,yes,VRMK,KDO,VRMK,
26636,VRMM,large_airport,Velana International Airport,4.19183,73.529099,6,AS,MV,MV-MLE,MalÃ©,yes,VRMM,MLE,VRMM,
26637,VRMT,medium_airport,Kaadedhdhoo Airport,0.488131,72.996902,2,AS,MV,MV-28,Huvadhu Atoll,yes,VRMT,KDM,VRMT,
301316,VRMV,medium_airport,Villa International Airport Maamigili,3.471751,72.832633,6,AS,MV,MV-00,Maamigili,yes,VRMV,VAM,VRMV,
26638,VTBD,large_airport,Don Mueang International Airport,13.9126,100.607002,9,AS,TH,TH-10,Bangkok,yes,VTBD,DMK,VTBD,
26641,VTBK,medium_airport,Kamphaeng Saen Airport,14.10200024,99.91719818,30,AS,TH,TH-72,Nakhon Pathom,no,VTBK,KDT,VTBK,
26642,VTBL,medium_airport,Khok Kathiam Airport,14.87462,100.663397,123,AS,TH,TH-16,Lop Buri,no,VTBL,KKM,VTBL,
26643,VTBO,medium_airport,Trat Airport,12.2746,102.319,105,AS,TH,TH-23,Laem Ngop,yes,VTBO,TDX,VTBO,
28118,VTBS,large_airport,Suvarnabhumi Airport,13.6811,100.747002,5,AS,TH,TH-10,Bangkok,yes,VTBS,BKK,VTBS,
26645,VTBU,large_airport,U-Tapaoâ€“Rayongâ€“Pattaya International Airport,12.6799,101.004997,42,AS,TH,TH-21,Rayong,yes,VTBU,UTP,VTBU,
26647,VTCC,large_airport,Chiang Mai International Airport,18.76679993,98.96260071,1036,AS,TH,TH-50,Chiang Mai,yes,VTCC,CNX,VTCC,
26648,VTCH,medium_airport,Mae Hong Son Airport,19.3013,97.9758,929,AS,TH,TH-58,Mae Hong Son,yes,VTCH,HGN,VTCH,
26649,VTCL,medium_airport,Lampang Airport,18.27090073,99.5042038,811,AS,TH,TH-52,,yes,VTCL,LPT,VTCL,
26650,VTCN,medium_airport,Nan Airport,18.80789948,100.7829971,685,AS,TH,TH-55,,yes,VTCN,NNT,VTCN,
26651,VTCP,medium_airport,Phrae Airport,18.1322,100.165001,538,AS,TH,TH-54,,no,VTCP,PRH,VTCP,
26653,VTCT,large_airport,Mae Fah Luang - Chiang Rai International Airport,19.952299,99.882896,1280,AS,TH,TH-57,Chiang Rai,yes,VTCT,CEI,VTCT,
26654,VTPB,medium_airport,Phetchabun Airport,16.6760006,101.1949997,450,AS,TH,TH-67,,yes,VTPB,PHY,VTPB,
26655,VTPH,medium_airport,Hua Hin Airport,12.63619995,99.95149994,62,AS,TH,TH-76,Hua Hin,yes,VTPH,HHQ,VTPH,
26656,VTPI,medium_airport,Takhli Royal Thai Air Force Base,15.2773,100.295998,107,AS,TH,TH-60,Takhli,no,VTPI,TKH,VTPI,
26658,VTPM,medium_airport,Mae Sot Airport,16.69989967,98.54509735,690,AS,TH,TH-63,,yes,VTPM,MAQ,VTPM,
26660,VTPO,medium_airport,Sukhothai Airport,17.23800087,99.81819916,179,AS,TH,TH-64,,yes,VTPO,THS,VTPO,
26661,VTPP,medium_airport,Phitsanulok Airport,16.7829,100.278999,154,AS,TH,TH-65,Phitsanulok,yes,VTPP,PHS,VTPP,
26662,VTPT,medium_airport,Tak Airport,16.896,99.253304,478,AS,TH,TH-63,,no,VTPT,TKT,VTPT,
26665,VTSB,medium_airport,Surat Thani Airport,9.132599831,99.13559723,20,AS,TH,TH-84,Surat Thani,yes,VTSB,URT,VTSB,
26666,VTSC,medium_airport,Narathiwat Airport,6.519919872,101.7429962,16,AS,TH,TH-96,,yes,VTSC,NAW,VTSC,
26667,VTSE,medium_airport,Chumphon Airport,10.7112,99.361702,18,AS,TH,TH-86,Chumphon,yes,VTSE,CJM,VTSE,
26668,VTSF,medium_airport,Nakhon Si Thammarat Airport,8.539620399,99.94470215,13,AS,TH,TH-80,Nakhon Si Thammarat,yes,VTSF,NST,VTSF,
26669,VTSG,large_airport,Krabi International Airport,8.095591,98.988955,82,AS,TH,TH-81,Krabi,yes,VTSG,KBV,VTSG,
26670,VTSH,medium_airport,Songkhla Airport,7.186560154,100.6080017,12,AS,TH,TH-90,,no,VTSH,SGZ,VTSH,
26671,VTSK,medium_airport,Pattani Airport,6.78546,101.153999,8,AS,TH,TH-94,,no,VTSK,PAN,VTSK,
26672,VTSM,large_airport,Samui International Airport,9.54779,100.061996,64,AS,TH,TH-84,Na Thon (Ko Samui Island),yes,VTSM,USM,VTSM,
26674,VTSP,large_airport,Phuket International Airport,8.113257,98.3174,82,AS,TH,TH-83,Phuket,yes,VTSP,HKT,VTSP,
26675,VTSR,medium_airport,Ranong Airport,9.77762,98.585503,57,AS,TH,TH-85,Ranong,yes,VTSR,UNN,VTSR,
26676,VTSS,large_airport,Hat Yai International Airport,6.93321,100.392998,90,AS,TH,TH-90,Hat Yai,yes,VTSS,HDY,VTSS,
26677,VTST,medium_airport,Trang Airport,7.50874,99.6166,67,AS,TH,TH-92,Trang,yes,VTST,TST,VTST,
26678,VTUD,large_airport,Udon Thani International Airport,17.386186,102.788577,579,AS,TH,TH-41,Udon Thani,yes,VTUD,UTH,VTUD,
26679,VTUI,medium_airport,Sakon Nakhon Airport,17.19510078,104.1190033,529,AS,TH,TH-47,,yes,VTUI,SNO,VTUI,
26680,VTUJ,medium_airport,Surin Airport,14.86830044,103.4980011,478,AS,TH,TH-32,Surin,yes,VTUJ,PXR,VTUJ,
26681,VTUK,medium_airport,Khon Kaen Airport,16.46660042,102.7839966,670,AS,TH,TH-40,Khon Kaen,yes,VTUK,KKC,VTUK,
26682,VTUL,medium_airport,Loei Airport,17.43910027,101.7220001,860,AS,TH,TH-42,,yes,VTUL,LOE,VTUL,
26684,VTUO,medium_airport,Buri Ram Airport,15.2295,103.252998,590,AS,TH,TH-31,Buriram,yes,VTUO,BFV,VTUO,
26685,VTUQ,medium_airport,Nakhon Ratchasima Airport,14.9495,102.313004,765,AS,TH,TH-30,Chaloem Phra Kiat,no,VTUQ,NAK,VTUQ,
26687,VTUU,medium_airport,Ubon Ratchathani Airport,15.25129986,104.8700027,406,AS,TH,TH-34,Ubon Ratchathani,yes,VTUU,UBP,VTUU,
26688,VTUV,medium_airport,Roi Et Airport,16.1168,103.774002,451,AS,TH,TH-45,Roi Et,yes,VTUV,ROI,VTUV,
26689,VTUW,medium_airport,Nakhon Phanom Airport,17.383801,104.642998,587,AS,TH,TH-48,Nakhon Phanom,yes,VTUW,KOP,VTUW,
26690,VVBM,medium_airport,Buon Ma Thuot Airport,12.66829968,108.1200027,1729,AS,VN,VN-CH,Buon Ma Thuot,yes,VVBM,BMV,VVBM,
26692,VVCI,large_airport,Cat Bi International Airport,20.817428,106.724315,6,AS,VN,VN-RRD,Haiphong (Hai An),yes,VVCI,HPH,VVCI,
301824,VVCM,medium_airport,CÃ  Mau Airport,9.177667,105.177778,6,AS,VN,VN-SW,Ca Mau City,yes,VVCM,CAH,VVCM,
26693,VVCR,large_airport,Cam Ranh International Airport / Cam Ranh Air Base,11.9982,109.219002,40,AS,VN,VN-SCC,Nha Trang/nha Trang aiurportCam Ranh,yes,VVCR,CXR,VVCR,
26694,VVCS,medium_airport,Con Dao Airport,8.73183,106.633003,20,AS,VN,VN-SE,Con Dao,yes,VVCS,VCS,VVCS,
26695,VVCT,large_airport,Can Tho International Airport,10.083397,105.709371,9,AS,VN,VN-SW,Can Tho,yes,VVCT,VCA,VVCT,
26696,VVDB,medium_airport,Dien Bien Phu Airport,21.39749908,103.0080032,1611,AS,VN,VN-NW,Dien Bien Phu,yes,VVDB,DIN,VVDB,
35144,VVDH,medium_airport,Dong Hoi Airport,17.515,106.590556,59,AS,VN,VN-NC,Dong Hoi,yes,VVDH,VDH,VVDH,
30923,VVDL,medium_airport,Lien Khuong Airport,11.750556,108.366997,3156,AS,VN,VN-CH,Da Lat,yes,VVDL,DLI,VVDL,
26697,VVDN,large_airport,Da Nang International Airport,16.0439,108.198997,33,AS,VN,VN-SCC,Da Nang,yes,VVDN,DAD,VVDN,
26700,VVNB,large_airport,Noi Bai International Airport,21.221201,105.806999,39,AS,VN,VN-RRD,Hanoi (Soc Son),yes,VVNB,HAN,VVNB,
26702,VVPB,medium_airport,Phu Bai International Airport,16.400628,107.703094,48,AS,VN,VN-NC,Huáº¿,yes,VVPB,HUI,VVPB,
26703,VVPC,medium_airport,Phu Cat Airport,13.955,109.042,80,AS,VN,VN-SCC,Quy Nohn,yes,VVPC,UIH,VVPC,
26704,VVPK,medium_airport,Pleiku Airport,14.00450039,108.0169983,2434,AS,VN,VN-CH,Pleiku,yes,VVPK,PXU,VVPK,
26705,VVPQ,large_airport,PhÃº Quá»‘c International Airport,10.169783,103.99353,37,AS,VN,VN-SW,Phu Quoc Island,yes,VVPQ,PQC,VVPQ,
32580,VVRG,medium_airport,Rach Gia Airport,9.958029972,105.1323795,7,AS,VN,VN-SW,Rach Gia,yes,VVRG,VKG,VVRG,
26707,VVTH,medium_airport,Dong Tac Airport,13.0496,109.334,20,AS,VN,VN-SCC,Tuy Hoa,yes,VVTH,TBB,VVTH,
26708,VVTS,large_airport,Tan Son Nhat International Airport,10.8188,106.652,33,AS,VN,VN-SE,Ho Chi Minh City,yes,VVTS,SGN,VVTS,
332254,VVVD,medium_airport,Van Don International Airport,21.120693,107.41539,24,AS,VN,VN-NE,Van Don,yes,VVVD,VDO,VVVD,
26709,VVVH,medium_airport,Vinh Airport,18.73760033,105.6709976,23,AS,VN,VN-NC,Vinh,yes,VVVH,VII,VVVH,
26716,VYDW,medium_airport,Dawei Airport,14.1039,98.203598,84,AS,MM,MM-05,Dawei,yes,VYDW,TVY,VYDW,
509451,VYHH,medium_airport,Heho Airport,20.74714,96.792029,3858,AS,MM,MM-17,Heho,yes,VYHH,HEH,VYHH,
26720,VYKG,medium_airport,Kengtung Airport,21.3015995,99.63600159,2798,AS,MM,MM-17,Kengtung,yes,VYKG,KET,VYKG,
26722,VYKP,medium_airport,Kyaukpyu Airport,19.42639923,93.53479767,20,AS,MM,MM-16,Kyaukpyu,yes,VYKP,KYP,VYKP,
26723,VYKT,medium_airport,Kawthoung Airport,10.04930019,98.53800201,180,AS,MM,MM-05,Kawthoung,yes,VYKT,KAW,VYKT,
26724,VYLK,medium_airport,Loikaw Airport,19.69149971,97.21479797,2940,AS,MM,MM-12,Loikaw,yes,VYLK,LIW,VYLK,
26725,VYLS,medium_airport,Lashio Airport,22.97789955,97.75219727,2450,AS,MM,MM-17,Lashio,yes,VYLS,LSH,VYLS,
26727,VYMD,large_airport,Mandalay International Airport,21.70219994,95.97789764,300,AS,MM,MM-04,Mandalay,yes,VYMD,MDL,VYMD,
26728,VYME,medium_airport,Myeik Airport,12.43980026,98.62149811,75,AS,MM,MM-05,Mkeik,yes,VYME,MGZ,VYME,
26729,VYMK,medium_airport,Myitkyina Airport,25.3836,97.351898,475,AS,MM,MM-11,Myitkyina,yes,VYMK,MYT,VYMK,
26731,VYMO,medium_airport,Momeik Airport,23.09250069,96.64530182,600,AS,MM,MM-17,,no,VYMO,MOE,VYMO,
26732,VYMS,medium_airport,Mong Hsat Airport,20.51679993,99.25679779,1875,AS,MM,MM-17,Mong Hsat,yes,VYMS,MOG,VYMS,
26734,VYNS,medium_airport,Namsang Airport,20.89049911,97.73590088,3100,AS,MM,MM-17,Namsang,no,VYNS,NMS,VYNS,
26717,VYNT,large_airport,Nay Pyi Taw International Airport,19.623501,96.200996,302,AS,MM,MM-04,Naypyitaw,yes,VYNT,NYT,VYNT,
26737,VYPT,medium_airport,Putao Airport,27.32990074,97.42630005,1500,AS,MM,MM-11,Putao,yes,VYPT,PBU,VYPT,
26740,VYSW,medium_airport,Sittwe Airport,20.133165,92.870693,27,AS,MM,MM-16,Sittwe,yes,VYSW,AKY,VYSW,
26741,VYTD,medium_airport,Thandwe Airport,18.46069908,94.30010223,20,AS,MM,MM-16,Thandwe,yes,VYTD,SNW,VYTD,
26742,VYTL,medium_airport,Tachileik Airport,20.48380089,99.93540192,1280,AS,MM,MM-17,Tachileik,yes,VYTL,THL,VYTL,
26744,VYYY,large_airport,Yangon International Airport,16.90730095,96.1332016,109,AS,MM,MM-06,Yangon,yes,VYYY,RGN,VYYY,
26745,WAAA,large_airport,Sultan Hasanuddin International Airport,-5.075539,119.553702,47,AS,ID,ID-SN,Makassar,yes,WAAA,UPG,WAAA,
26746,WABB,medium_airport,Frans Kaisiepo Airport,-1.19002,136.108002,46,AS,ID,ID-PA,Biak,yes,WABB,BIK,WABB,
525702,WABI,medium_airport,Douw Aturure Airport,-3.397973,135.393071,22,OC,ID,ID-PT,Nabire,no,WABI,NBX,WABI,
356138,WABO,medium_airport,Stevanus Rumbewas Airport,-1.82842,136.062402,20,AS,ID,ID-PA,Serui,no,WABO,ZRI,WABO,
26748,WABP,medium_airport,Mozes Kilangin Airport,-4.52978,136.887388,103,AS,ID,ID-PT,Timika,yes,,TIM,WAYY,
26750,WADB,medium_airport,Sultan Muhammad Salahuddin Airport,-8.537184,118.685002,3,AS,ID,ID-NB,Bima,yes,WADB,BMU,WADB,
26751,WADD,large_airport,Denpasar I Gusti Ngurah Rai International Airport,-8.748409,115.167123,14,AS,ID,ID-BA,"Kuta, Badung",yes,WADD,DPS,WADD,
299629,WADL,large_airport,Lombok International Airport,-8.759962,116.278169,319,AS,ID,ID-NB,"Mataram (Pujut, Lombok Tengah)",yes,WADL,LOP,WADL,
26773,WAEE,medium_airport,Sultan Babullah Airport,0.831012,127.381611,49,AS,ID,ID-MU,Ternate,yes,WAEE,TTE,WAEE,
26772,WAEW,medium_airport,Pitu Airport,2.04599,128.324997,49,AS,ID,ID-MU,Gotalalamo-Morotai Island,no,,OTI,WAEW,
352892,WAFB,medium_airport,Toraja Airport,-3.185833,119.91775,2884,AS,ID,ID-SS,Toraja,yes,WAFB,TRT,WAFB,
26769,WAFF,medium_airport,Mutiara - SIS Al-Jufrie Airport,-0.916462,119.908647,284,AS,ID,ID-ST,Palu,yes,WAFF,PLW,WAFF,
26771,WAFP,medium_airport,Kasiguncu Airport,-1.414121,120.659241,174,AS,ID,ID-ST,Poso-Celebes Island,no,,PSJ,WAFP,
26774,WAFW,medium_airport,Syukuran Aminuddin Amir Airport,-1.035893,122.773934,56,AS,ID,ID-ST,Luwok,no,WAFW,LUW,WAFW,
26780,WAGG,medium_airport,Tjilik Riwut Airport,-2.227146,113.943388,82,AS,ID,ID-KT,Palangkaraya,yes,WAGG,PKY,WAGG,
332202,WAHI,large_airport,Yogyakarta International Airport,-7.905338,110.057264,24,AS,ID,ID-YO,Yogyakarta,yes,WAHI,YIA,WAHI,
26833,WAHL,medium_airport,Tunggul Wulung Airport,-7.64506,109.033997,69,AS,ID,ID-JT,Cilacap,yes,WAHL,CXP,WAHL,
26755,WAJJ,large_airport,Dortheys Hiyo Eluay International Airport,-2.579627,140.519857,289,AS,ID,ID-PA,Sentani,yes,WAJJ,DJJ,WAJJ,
41428,WAJO,medium_airport,Oksibil Airport,-4.9071,140.6277,4315,AS,ID,ID-PP,Oksibil,yes,WAJO,OKL,WAJO,
26757,WAKK,medium_airport,Mopah International Airport,-8.523898,140.419693,10,AS,ID,ID-PS,Merauke,yes,WAKK,MKQ,WAKK,
41437,WAKT,medium_airport,Tanah Merah Airport,-6.09669,140.303521,57,AS,ID,ID-PS,Tanah Merah,yes,WAKT,TMH,WAKT,
26760,WALL,large_airport,Sultan Aji Muhammad Sulaiman Sepinggan International Airport,-1.268342,116.89452,12,AS,ID,ID-KI,Balikpapan,yes,WALL,BPN,WALL,
26762,WALR,medium_airport,Juwata International Airport / Suharnoko Harbani AFB,3.325145,117.564169,23,AS,ID,ID-KU,Tarakan,yes,WAQQ,TRK,WAQQ,TRK
26763,WALS,medium_airport,Aji Pangeran Tumenggung Pranoto International Airport,-0.374478,117.250128,82,AS,ID,ID-KI,Samarinda,yes,WALS,AAP,WALS,
26768,WAMH,medium_airport,Naha Airport,3.68478,125.527162,16,AS,ID,ID-SA,"Tabukan Utara, Sangihe Islands",yes,WAMH,NAH,WAMH,
26770,WAMM,large_airport,Sam Ratulangi International Airport,1.548591,124.92625,264,AS,ID,ID-SA,Manado,yes,WAMM,MDC,WAMM,
26778,WAON,medium_airport,Warukin Airport,-2.21656,115.435997,197,AS,ID,ID-KS,Tanta-Tabalong,yes,WAON,TJG,WAON,
26779,WAOO,large_airport,Syamsudin Noor International Airport,-3.440112,114.761209,66,AS,ID,ID-KS,Banjarbaru,yes,WAOO,BDJ,WAOO,
333039,WAPF,medium_airport,Karel Sadsuitubun Airport,-5.760278,132.759444,78,AS,ID,ID-MA,Langgur,yes,WAPF,LUV,WAPF,
525059,WAPN,medium_airport,Namniwel Airport,-3.143159,126.976469,7,AS,ID,ID-MA,Namniwel,yes,WAPN,NAM,WAPN,
26784,WAPP,large_airport,Pattimura International Airport,-3.71026,128.089005,33,AS,ID,ID-MA,Ambon,yes,WAPP,AMQ,WAPP,
26759,WAQT,medium_airport,Kalimarau Airport,2.14776,117.430705,59,AS,ID,ID-KI,Tanjung Redeb - Borneo Island,yes,WAQT,BEJ,WAQT,
26785,WARA,medium_airport,Abdul Rachman Saleh Airport,-7.929099,112.714233,1726,AS,ID,ID-JI,Malang,yes,WARA,MLG,WARA,
26787,WARJ,medium_airport,Adisutjipto International Airport,-7.78818,110.431999,379,AS,ID,ID-YO,Yogyakarta,yes,WAHH,JOG,WAHH,
26788,WARQ,large_airport,Adisoemarmo International Airport,-7.516044,110.757492,421,AS,ID,ID-JT,Surakarta,yes,WAHQ,SOC,WAHQ,
26789,WARR,large_airport,Juanda International Airport,-7.37983,112.787003,9,AS,ID,ID-JI,Surabaya,yes,WARR,SUB,WARR,
26790,WARS,large_airport,Jenderal Ahmad Yani Airport,-6.970732,110.373244,10,AS,ID,ID-JT,Semarang,yes,WAHS,SRG,WAHS,
26791,WASF,medium_airport,Fakfak Airport,-2.920508,132.267011,462,AS,ID,ID-PB,Fakfak,yes,WASF,FKQ,WASF,
26792,WASK,medium_airport,Utarom Airport,-3.6446,133.695116,19,AS,ID,ID-PB,Kaimana,yes,WASK,KNG,WASK,
26793,WASO,medium_airport,Babo Airport,-2.53224,133.438995,10,AS,ID,ID-PB,Babo,no,WASO,BXB,WASO,
26794,WASR,medium_airport,Rendani Airport,-0.891833,134.048996,23,AS,ID,ID-PB,Manokwari,yes,WAUU,MKW,WAUU,
32634,WASS,medium_airport,Domine Eduard Osok Airport,-0.894,131.287,10,AS,ID,ID-PB,Sorong,yes,WASS,SOQ,WASS,
26801,WATT,medium_airport,El Tari Airport,-10.1716,123.670998,335,AS,ID,ID-NT,Kupang,yes,WATT,KOE,WATT,
26756,WAVV,medium_airport,Wamena Airport,-4.097324,138.952417,5435,AS,ID,ID-PP,Wamena,yes,WAVV,WMX,WAVV,
333072,WAWD,medium_airport,Matahora Airport,-5.292123,123.636233,88,AS,ID,ID-SG,Wangi-wangi Island,yes,WAWD,WNI,WAWD,
505052,WAWP,medium_airport,Sangia Nibandera Airport,-4.338158,121.524047,40,AS,ID,ID-SG,Kolaka,yes,WAWP,KXB,WAWP,
26807,WBGB,medium_airport,Bintulu Airport,3.123850107,113.0199966,74,AS,MY,MY-13,Bintulu,yes,WBGB,BTU,WBGB,
